hid,geo1,geo2,ea,urbrur,hhsize,statocc,rooms,bedrooms,floor,walls,roof,water,piped_water,toilet,flush_toilet,electricity,cook_fuel,phone,cell,car,bicycle,motorcycle,refrigerator,tv,radio,bank,deaths_12m,exp_01,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,tot_exp,tot_food,share_food,pc_exp,quint_nat,quint_urb,quint_rur,hhweight,popweight
fc74df4301e,4,44,44019,2,5,1,2,1,2,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,3747,43,985,3844,459,483,2245,618,334,762,317,1279,15116,3747,0.24799999594688416,3023.199951171875,4,3,,269.0282727883265,1345.1413639416323
fe32c0cd5c9,4,44,44019,2,7,1,2,1,2,3,1,11,1,11,1,1,2,0,1,0,0,0,0,1,1,1,0,4687,32,1016,3387,289,733,775,545,308,897,182,1133,13984,4687,0.33500000834465027,1997.7142333984375,3,2,,269.0282727883265,1883.1979095182855
feeadd7aaaf,4,44,44127,2,2,1,2,1,2,3,1,11,1,31,0,1,2,0,1,0,0,0,1,1,1,1,0,1887,14,269,2213,148,192,328,263,88,85,104,399,5990,1887,0.3149999976158142,2995.0,4,3,,231.31402893949567,462.62805787899134
0378e8bd9c7,5,51,51017,1,3,1,3,1,2,3,5,51,0,21,2,1,4,1,1,0,0,0,1,1,1,1,0,7881,208,624,4026,641,203,1740,415,423,206,731,631,17729,7881,0.4449999928474426,5909.66650390625,5,,5,218.66888744307087,656.0066623292126
0510f8fcbf4,5,51,51017,1,4,1,4,3,6,3,1,21,0,13,1,1,4,1,1,0,1,1,1,1,1,0,0,4695,78,1484,5351,882,264,1360,891,478,1897,953,1365,19698,4695,0.23800000548362732,4924.5,5,,5,218.66888744307087,874.6755497722835
07a1800b497,5,51,51018,1,4,3,3,2,2,5,8,11,1,21,2,1,2,0,1,0,1,1,1,1,1,1,0,5109,38,1117,2583,977,372,914,430,433,619,297,728,13617,5109,0.375,3404.25,4,,5,355.3369420949902,1421.3477683799608
07c4f182be9,5,51,51018,1,3,1,1,1,2,3,5,51,0,21,2,1,2,1,1,1,0,0,1,1,1,1,0,3590,82,632,3330,572,224,3390,685,277,245,617,1073,14717,3590,0.24400000274181366,4905.66650390625,5,,5,355.3369420949902,1066.0108262849706
0d98e689500,5,51,51017,1,5,1,4,2,2,3,5,11,1,22,2,0,2,0,0,0,0,0,0,0,1,0,0,2892,98,542,2200,143,96,360,42,96,523,87,515,7594,2892,0.38100001215934753,1518.800048828125,2,,2,218.66888744307087,1093.3444372153544
0f78a31c851,5,51,51017,1,3,1,2,2,2,3,1,21,0,21,2,1,4,0,1,0,0,0,1,1,1,1,0,3017,62,639,2797,243,112,478,172,152,585,344,663,9264,3017,0.32600000500679016,3088.0,4,,5,218.66888744307087,656.0066623292126
144ef4e54d3,5,51,51017,1,4,1,4,2,2,3,1,11,1,21,2,1,4,0,1,1,0,0,1,1,1,1,0,2986,51,839,3384,358,185,1405,343,217,1053,439,935,12195,2986,0.24500000476837158,3048.75,4,,5,218.66888744307087,874.6755497722835
185adf0204d,5,51,51017,1,3,1,5,3,2,3,1,11,1,11,1,1,2,0,0,1,0,1,1,1,0,1,0,2893,33,666,3900,361,311,1758,311,198,639,194,793,12057,2893,0.23999999463558197,4019.0,4,,5,218.66888744307087,656.0066623292126
1e80043fe01,5,51,51017,1,7,1,4,3,2,5,5,71,0,12,1,1,5,0,0,0,0,1,1,1,1,0,0,7345,49,1282,1896,1730,492,1357,97,1038,1400,232,812,17730,7345,0.414000004529953,2532.857177734375,3,,4,218.66888744307087,1530.6822121014961
2492c2b777c,5,51,51018,1,5,1,4,3,2,3,4,11,1,21,2,1,4,0,1,0,0,0,1,1,1,1,0,5393,144,863,3620,433,190,1072,260,326,788,456,715,14260,5393,0.3779999911785126,2852.0,4,,5,355.3369420949902,1776.684710474951
250e51180ff,5,51,51017,1,5,3,3,2,2,3,1,11,1,22,2,1,4,0,1,0,1,0,0,1,1,1,0,2658,39,686,2612,180,125,357,175,124,849,298,636,8739,2658,0.30399999022483826,1747.800048828125,2,,3,218.66888744307087,1093.3444372153544
26dc468390e,5,51,51018,1,3,1,2,2,2,3,1,21,0,11,1,1,2,1,0,0,1,1,1,1,1,0,0,3958,31,738,3608,309,214,521,511,154,550,320,788,11702,3958,0.33799999952316284,3900.666748046875,4,,5,355.3369420949902,1066.0108262849706
2db272a33ee,5,51,51018,1,3,1,3,2,2,3,1,21,0,22,2,1,4,0,1,0,1,0,0,1,1,1,0,3109,86,668,2697,230,141,445,202,164,533,344,662,9281,3109,0.33500000834465027,3093.666748046875,4,,5,355.3369420949902,1066.0108262849706
3266d3d35a7,5,51,51018,1,3,1,4,2,2,3,1,21,0,11,1,1,2,1,1,0,1,1,1,1,1,1,0,5444,68,1269,4940,656,459,1347,1363,421,1167,400,1218,18752,5444,0.28999999165534973,6250.66650390625,5,,5,355.3369420949902,1066.0108262849706
33e5afcc9af,5,51,51018,1,3,1,2,1,2,3,5,11,1,22,2,1,2,0,1,1,0,0,1,1,0,1,0,2871,55,523,3024,373,214,2595,402,189,286,395,861,11788,2871,0.24400000274181366,3929.333251953125,4,,5,355.3369420949902,1066.0108262849706
364f94587f3,5,51,51018,1,7,1,3,2,2,3,5,41,0,22,2,1,4,0,0,0,0,0,0,0,1,0,0,6200,260,404,1114,262,152,580,21,151,250,167,157,9718,6200,0.6380000114440918,1388.2857666015625,1,,2,355.3369420949902,2487.3585946649314
4318f220370,5,51,51017,1,3,1,4,3,2,5,8,11,1,12,1,1,2,0,1,0,0,1,1,1,1,1,0,4307,21,763,1512,2179,582,1570,142,1150,235,36,629,13126,4307,0.328000009059906,4375.33349609375,5,,5,218.66888744307087,656.0066623292126
45fa75e2e1d,5,51,51017,1,4,1,4,2,1,3,1,11,1,31,0,1,2,0,1,1,0,0,1,1,1,1,0,3145,32,788,3031,367,338,1564,298,212,760,206,875,11616,3145,0.2709999978542328,2904.0,4,,5,218.66888744307087,874.6755497722835
4a068acdf52,5,51,51017,1,4,1,3,2,2,2,5,51,0,21,2,1,2,0,1,0,1,1,1,1,1,1,0,5942,158,884,2540,572,206,1400,381,364,561,559,844,14411,5942,0.41200000047683716,3602.75,4,,5,218.66888744307087,874.6755497722835
5611ca2d3c2,5,51,51017,1,3,1,2,1,2,3,5,51,0,22,2,1,2,0,1,0,0,0,0,1,1,1,0,3750,79,773,2685,240,197,745,266,178,517,341,826,10597,3750,0.3540000021457672,3532.333251953125,4,,5,218.66888744307087,656.0066623292126
5619e28df7b,5,51,51018,1,4,1,3,2,1,3,5,11,1,22,2,1,6,0,1,1,0,0,0,1,1,1,0,2052,51,441,1383,333,264,1250,241,170,456,375,546,7562,2052,0.2709999978542328,1890.5,2,,3,355.3369420949902,1421.3477683799608
5be34831c95,5,51,51018,1,3,1,4,2,1,5,7,32,0,21,2,1,4,0,0,0,0,0,1,0,1,0,0,4281,183,497,1504,349,164,300,75,125,105,114,243,7940,4281,0.5389999747276306,2646.666748046875,3,,4,355.3369420949902,1066.0108262849706
5d1438c9efc,5,51,51018,1,3,1,5,2,1,3,5,21,0,13,1,1,4,0,0,0,0,0,0,0,1,0,0,3781,97,292,2463,200,170,328,29,65,92,32,555,8104,3781,0.46700000762939453,2701.333251953125,3,,4,355.3369420949902,1066.0108262849706
6036da175a5,5,51,51018,1,4,1,2,1,2,3,6,21,0,13,1,1,3,0,0,1,0,1,1,1,1,1,0,2689,68,549,2614,434,127,2375,116,269,292,446,590,10569,2689,0.2540000081062317,2642.25,3,,4,355.3369420949902,1421.3477683799608
63e21828df3,5,51,51018,1,3,1,4,2,2,3,5,96,0,31,0,1,4,0,0,0,0,0,0,1,1,0,0,4242,197,260,1451,275,112,604,35,190,80,125,143,7714,4242,0.550000011920929,2571.333251953125,3,,4,355.3369420949902,1066.0108262849706
680ade45dff,5,51,51018,1,4,1,2,2,2,5,6,11,1,31,0,1,2,0,1,1,1,1,1,1,1,1,0,3147,18,525,788,1429,392,1770,94,771,284,51,432,9701,3147,0.3240000009536743,2425.25,3,,4,355.3369420949902,1421.3477683799608
6a89d65cb2d,5,51,51017,1,4,1,3,2,2,5,6,61,0,12,1,1,2,1,0,0,1,1,1,1,1,0,0,4507,21,670,1425,1796,508,951,263,989,281,81,515,12007,4507,0.375,3001.75,4,,5,218.66888744307087,874.6755497722835
78f67a38b88,5,51,51017,1,4,1,3,2,2,5,5,51,0,21,2,1,4,1,1,1,1,0,1,1,1,1,0,6821,156,1275,4858,1198,290,5512,1382,540,739,1107,1482,25360,6821,0.26899999380111694,6340.0,5,,5,218.66888744307087,874.6755497722835
8677a3b42de,5,51,51017,1,4,1,3,3,2,3,1,21,0,11,1,1,2,1,1,1,1,1,1,1,1,1,0,4299,50,1120,4263,693,466,3204,1119,450,1215,497,1213,18589,4299,0.23100000619888306,4647.25,5,,5,218.66888744307087,874.6755497722835
8f1fdcb910c,5,51,51017,1,5,1,5,3,2,3,9,11,1,13,1,1,4,0,1,0,0,0,0,1,0,0,0,4037,46,1034,3973,366,359,538,493,247,1396,263,997,13749,4037,0.2939999997615814,2749.800048828125,4,,4,218.66888744307087,1093.3444372153544
9013900aacc,5,51,51018,1,4,1,6,2,6,3,1,21,0,21,2,1,2,1,1,0,0,1,1,1,0,1,1,5221,89,1343,5580,772,359,1813,1209,465,1505,607,1139,20102,5221,0.25999999046325684,5025.5,5,,5,355.3369420949902,1421.3477683799608
9d490d3c4d6,5,51,51018,1,3,1,4,2,6,3,1,21,0,13,1,1,4,0,0,0,0,1,1,1,1,0,0,2359,38,557,2987,192,103,375,103,93,560,256,761,8384,2359,0.2809999883174896,2794.666748046875,4,,5,355.3369420949902,1066.0108262849706
a1f163d6796,5,51,51018,1,5,1,3,2,2,3,1,21,0,21,2,1,4,0,1,0,1,0,0,1,1,1,0,3811,102,830,2776,276,161,549,183,227,950,365,585,10815,3811,0.35199999809265137,2163.0,3,,4,355.3369420949902,1776.684710474951
a208d0232b1,5,51,51017,1,4,1,3,2,1,3,8,21,0,21,2,1,4,0,0,0,0,0,1,1,1,0,0,4321,97,812,3795,312,188,387,92,126,737,253,1160,12280,4321,0.35199999809265137,3070.0,4,,5,218.66888744307087,874.6755497722835
a4b11966112,5,51,51017,1,4,1,5,2,1,3,1,21,0,13,1,1,4,0,1,1,0,1,1,1,1,1,0,2727,61,791,3211,369,217,1446,337,220,1062,420,833,11694,2727,0.2329999953508377,2923.5,4,,5,218.66888744307087,874.6755497722835
a5318c4821a,5,51,51018,1,4,1,1,1,2,3,9,21,0,21,2,1,6,0,1,0,0,0,0,1,1,0,0,3603,97,639,1771,357,224,394,174,202,683,556,435,9135,3603,0.39399999380111694,2283.75,3,,4,355.3369420949902,1421.3477683799608
a748262daed,5,51,51018,1,4,1,2,1,2,3,5,32,0,21,2,1,4,1,1,0,1,0,1,1,1,1,0,6226,152,579,2755,539,143,1498,242,371,280,590,473,13848,6226,0.44999998807907104,3462.0,4,,5,355.3369420949902,1421.3477683799608
b0ec42f46a2,5,51,51017,1,4,1,3,3,2,3,1,21,0,11,1,1,2,1,0,1,0,1,1,1,1,1,0,3705,34,823,3708,465,324,1974,591,248,841,366,910,13989,3705,0.26499998569488525,3497.25,4,,5,218.66888744307087,874.6755497722835
baf35ee65ae,5,51,51017,1,6,1,3,3,2,3,1,11,1,21,2,1,2,0,0,1,0,0,1,1,1,1,0,3599,42,891,3587,251,238,1414,175,148,901,362,941,12549,3599,0.28700000047683716,2091.5,3,,4,218.66888744307087,1312.0133246584253
bbebbc89642,5,51,51017,1,3,1,1,1,2,3,5,62,0,21,2,1,2,0,1,0,0,0,1,1,1,1,0,4288,104,764,2804,332,159,740,324,162,350,444,951,11422,4288,0.375,3807.333251953125,4,,5,218.66888744307087,656.0066623292126
be83cb2acfc,5,51,51018,1,7,1,4,3,2,3,1,21,0,21,2,1,6,0,0,1,0,0,1,1,1,1,0,3735,65,1155,3401,472,339,1887,263,334,1756,446,1131,14984,3735,0.24899999797344208,2140.571533203125,3,,4,355.3369420949902,2487.3585946649314
bfedbc19df7,5,51,51018,1,4,1,3,3,2,3,5,71,0,12,1,1,4,1,1,0,1,1,1,1,1,1,0,4994,134,864,3819,677,193,1207,435,434,649,630,828,14864,4994,0.335999995470047,3716.0,4,,5,355.3369420949902,1421.3477683799608
c03fb3f743e,5,51,51018,1,4,1,1,1,2,3,5,21,0,21,2,1,2,0,0,0,0,0,1,1,1,0,0,2900,38,540,2252,156,80,320,45,64,405,303,675,7778,2900,0.37299999594688416,1944.5,2,,3,355.3369420949902,1421.3477683799608
c0dafeb83dc,5,51,51018,1,4,1,3,2,2,3,1,21,0,22,2,1,4,0,1,0,1,0,0,1,1,1,0,3282,87,739,2768,246,140,529,186,193,763,349,631,9913,3282,0.3310000002384186,2478.25,3,,4,355.3369420949902,1421.3477683799608
dd82642c051,5,51,51018,1,5,1,3,2,2,3,5,11,1,11,1,1,2,1,0,1,1,0,1,1,1,1,0,4064,55,880,4835,778,380,2835,933,344,1078,531,1346,18059,4064,0.22499999403953552,3611.800048828125,4,,5,355.3369420949902,1776.684710474951
e57647fc128,5,51,51017,1,4,1,3,2,2,5,4,12,2,21,2,1,4,0,0,0,0,0,1,1,1,0,1,4704,80,562,3118,328,133,423,87,112,337,188,603,10675,4704,0.4410000145435333,2668.75,3,,4,218.66888744307087,874.6755497722835
e7f326fc7ec,5,51,51018,1,4,1,2,1,1,2,6,43,0,31,0,0,4,0,1,0,0,0,0,0,1,0,0,6101,239,288,654,353,156,468,234,178,74,161,85,8991,6101,0.6790000200271606,2247.75,3,,4,355.3369420949902,1421.3477683799608
ecb4aeea3b0,5,51,51017,1,4,1,2,2,2,3,9,61,0,21,2,1,2,1,1,0,0,0,1,1,0,0,0,3356,39,734,2428,313,186,553,394,161,661,277,690,9792,3356,0.34299999475479126,2448.0,3,,4,218.66888744307087,874.6755497722835
ed7b98d01a7,5,51,51017,1,4,1,3,2,2,3,5,32,0,21,2,1,4,0,1,0,0,0,1,1,1,1,0,7902,193,485,2640,531,159,1761,142,362,225,603,364,15367,7902,0.5139999985694885,3841.75,4,,5,218.66888744307087,874.6755497722835
eebcf6d8348,5,51,51017,1,4,1,4,3,2,3,1,21,0,21,2,1,4,1,1,0,0,0,1,1,1,1,0,4848,88,1158,4978,536,269,956,658,282,1157,551,1607,17088,4848,0.2840000092983246,4272.0,5,,5,218.66888744307087,874.6755497722835
02fc359c4f7,5,52,52069,1,3,3,1,1,2,2,6,21,0,21,2,1,4,0,1,0,0,0,0,1,1,0,0,4537,145,358,750,355,120,829,388,450,125,567,160,8784,4537,0.5170000195503235,2928.0,4,,5,399.85167989590104,1199.5550396877031
0657b3cdcad,5,52,52005,1,6,2,1,1,1,3,5,21,0,96,2,1,5,0,0,0,0,0,0,0,0,0,0,5753,311,301,1089,210,119,389,12,127,185,308,110,8914,5753,0.6449999809265137,1485.6666259765625,2,,2,322.5366089785296,1935.2196538711778
07e64791039,5,52,52005,1,6,1,1,1,1,5,7,43,0,31,0,0,6,0,0,0,0,0,0,0,0,0,0,3397,207,337,288,286,100,105,12,28,72,78,71,4981,3397,0.6819999814033508,830.1666870117188,1,,1,322.5366089785296,1935.2196538711778
0d315e72ef5,5,52,52069,1,3,3,1,1,2,6,9,21,0,31,0,0,4,0,1,0,1,0,0,0,0,0,0,3613,159,297,225,252,50,262,175,67,64,108,101,5373,3613,0.671999990940094,1791.0,2,,3,399.85167989590104,1199.5550396877031
0dfcb34b52e,5,52,52035,2,2,1,2,2,2,3,5,11,1,11,1,1,2,0,1,0,0,0,0,0,0,0,0,2016,21,224,2775,138,329,334,302,94,72,81,396,6782,2016,0.296999990940094,3391.0,4,3,,344.37194416749753,688.7438883349951
0f97be8a7ea,5,52,52066,1,5,1,1,1,1,2,5,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,5690,100,116,763,123,83,157,10,36,9,40,19,7146,5690,0.7960000038146973,1429.199951171875,1,,2,479.5096317501627,2397.548158750814
0ff2438b9cf,5,52,52035,2,1,1,1,1,2,3,1,11,1,11,1,1,3,0,1,0,0,0,1,0,1,1,0,1323,157,654,2239,326,103,556,564,326,190,1283,512,8233,1323,0.16099999845027924,8233.0,5,5,,344.37194416749753,344.37194416749753
131de8f5210,5,52,52035,2,2,1,4,2,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,2759,63,660,4204,461,315,924,749,398,295,339,870,12037,2759,0.2290000021457672,6018.5,5,5,,344.37194416749753,688.7438883349951
1dc32861312,5,52,52069,1,4,3,3,2,2,3,5,11,1,21,2,1,2,0,1,0,0,0,0,1,0,1,0,3319,53,679,2677,207,198,574,180,117,674,233,706,9617,3319,0.3449999988079071,2404.25,3,,4,399.85167989590104,1599.4067195836042
22569b7859c,5,52,52005,1,7,1,2,1,2,3,5,51,0,21,2,0,4,0,1,0,1,0,0,1,1,1,0,7708,341,664,1136,406,163,1441,236,400,331,418,247,13491,7708,0.5709999799728394,1927.2857666015625,2,,3,322.5366089785296,2257.756262849707
226c6359a38,5,52,52066,1,4,1,1,1,1,8,5,11,1,31,0,1,4,0,0,0,0,0,0,0,1,0,0,3844,21,343,454,449,317,208,0,187,46,41,212,6122,3844,0.628000020980835,1530.5,2,,2,479.5096317501627,1918.038527000651
243d6d24bf1,5,52,52069,1,3,3,1,1,1,2,7,14,3,31,0,0,4,0,1,0,0,0,0,0,1,0,0,4032,106,273,484,236,67,249,202,81,31,91,101,5953,4032,0.6769999861717224,1984.3333740234375,2,,3,399.85167989590104,1199.5550396877031
251fe59d081,5,52,52066,1,6,1,1,1,1,5,7,21,0,13,1,0,6,0,0,0,0,0,0,0,0,0,0,4128,102,353,343,359,125,96,0,25,44,49,84,5708,4128,0.7229999899864197,951.3333129882812,1,,1,479.5096317501627,2877.0577905009764
2583efa9f96,5,52,52005,1,8,1,4,1,2,3,4,21,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,7914,434,382,1195,347,148,559,37,184,223,111,134,11668,7914,0.6779999732971191,1458.5,2,,2,322.5366089785296,2580.292871828237
25c7f290691,5,52,52066,1,5,1,2,1,1,5,6,21,0,31,0,0,6,0,0,0,0,0,1,0,0,0,0,2103,222,426,553,444,156,125,13,40,30,39,87,4238,2103,0.4959999918937683,847.5999755859375,1,,1,479.5096317501627,2397.548158750814
28e00f4a0f7,5,52,52069,1,4,1,1,1,2,3,9,11,1,31,0,1,2,0,0,0,0,0,0,1,1,0,0,2678,11,445,2282,158,140,240,24,50,151,99,607,6885,2678,0.3889999985694885,1721.25,2,,3,399.85167989590104,1599.4067195836042
28e8a0dfcca,5,52,52035,2,2,1,3,1,2,3,1,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3434,97,646,4342,289,291,942,673,191,188,484,838,12415,3434,0.2770000100135803,6207.5,5,5,,344.37194416749753,688.7438883349951
2b3937ce004,5,52,52066,1,6,2,1,1,2,3,5,41,0,22,2,1,4,0,1,0,1,0,0,0,1,0,0,5106,152,493,710,270,162,601,180,225,255,382,187,8723,5106,0.5849999785423279,1453.8333740234375,2,,2,479.5096317501627,2877.0577905009764
327e716f4af,5,52,52066,1,5,3,3,1,1,3,6,11,1,96,2,1,3,0,0,0,0,0,0,0,0,0,0,1739,200,456,1185,312,215,248,57,95,139,206,287,5139,1739,0.33799999952316284,1027.800048828125,1,,1,479.5096317501627,2397.548158750814
33f92a14347,5,52,52035,2,2,1,1,1,2,3,1,11,1,22,2,1,4,1,0,0,0,0,1,0,0,0,0,2373,32,421,3157,242,117,252,285,119,353,392,632,8375,2373,0.28299999237060547,4187.5,4,4,,344.37194416749753,688.7438883349951
3492e9c4d97,5,52,52005,1,6,1,2,1,1,5,7,32,0,13,1,0,4,0,1,0,1,0,0,0,1,0,0,4377,109,610,688,403,125,283,244,134,151,206,230,7560,4377,0.5789999961853027,1260.0,1,,2,322.5366089785296,1935.2196538711778
3640cccf81f,5,52,52005,1,5,1,2,2,1,3,5,21,0,31,0,1,4,0,1,0,0,0,0,0,0,0,0,5465,213,274,1068,256,170,601,148,218,92,201,152,8858,5465,0.6169999837875366,1771.5999755859375,2,,3,322.5366089785296,1612.683044892648
36899361da3,5,52,52069,1,3,2,1,1,1,2,8,32,0,21,2,1,2,0,1,0,0,1,0,1,1,0,0,2307,13,312,958,249,98,213,157,84,68,227,363,5049,2307,0.4569999873638153,1683.0,2,,3,399.85167989590104,1199.5550396877031
39397e2c908,5,52,52069,1,5,3,2,1,1,2,5,43,0,23,2,0,4,0,0,0,0,0,0,0,1,0,0,5818,232,313,993,297,121,276,16,62,57,151,156,8492,5818,0.6850000023841858,1698.4000244140625,2,,3,399.85167989590104,1999.2583994795052
3a40deb817a,5,52,52066,1,5,1,2,2,2,3,9,11,1,31,0,0,4,0,1,0,0,0,0,0,1,0,0,3301,133,419,737,180,64,308,130,122,176,70,148,5788,3301,0.5699999928474426,1157.5999755859375,1,,1,479.5096317501627,2397.548158750814
409ea36609c,5,52,52066,1,7,1,3,2,1,5,1,11,1,31,0,1,2,0,0,0,0,0,0,0,0,0,0,2275,8,325,1438,112,179,181,0,32,169,46,356,5121,2275,0.4440000057220459,731.5714111328125,1,,1,479.5096317501627,3356.567422251139
4559352ef77,5,52,52066,1,5,1,4,2,1,5,7,32,0,31,0,0,5,0,0,0,0,0,0,0,0,0,0,2208,178,235,369,224,47,112,39,43,54,87,92,3688,2208,0.5989999771118164,737.5999755859375,1,,1,479.5096317501627,2397.548158750814
45c0156758d,5,52,52005,1,8,1,4,3,1,3,7,21,0,31,0,1,6,0,0,0,1,0,0,0,0,0,0,5617,152,785,1385,435,693,367,24,104,387,109,461,10519,5617,0.5339999794960022,1314.875,1,,2,322.5366089785296,2580.292871828237
4dbccf901cf,5,52,52005,1,5,1,1,1,1,2,7,42,0,31,0,1,4,0,1,0,0,0,0,0,1,0,0,5405,115,349,620,275,240,460,96,238,111,178,117,8204,5405,0.6589999794960022,1640.800048828125,2,,3,322.5366089785296,1612.683044892648
50d971f1a06,5,52,52035,2,1,1,2,1,2,3,5,11,1,11,1,1,4,0,1,0,0,0,1,1,1,1,0,1355,57,294,3268,239,78,251,291,123,118,349,512,6935,1355,0.19499999284744263,6935.0,5,5,,344.37194416749753,344.37194416749753
553f5f6096d,5,52,52005,1,8,1,3,3,2,4,5,71,0,12,1,1,2,0,0,0,0,1,1,1,1,0,0,8083,21,1030,2524,1440,286,719,145,461,642,898,899,17148,8083,0.47099998593330383,2143.5,3,,4,322.5366089785296,2580.292871828237
5a47afea930,5,52,52005,1,7,1,1,1,1,7,5,96,0,31,0,0,4,0,1,1,0,0,0,0,1,1,0,3327,179,398,555,297,61,2234,185,152,116,131,233,7868,3327,0.4230000078678131,1124.0,1,,1,322.5366089785296,2257.756262849707
5cded5db7bc,5,52,52069,1,3,3,2,1,1,3,5,21,0,96,2,1,4,0,1,0,0,0,0,0,0,0,1,2889,98,240,709,170,108,204,132,84,84,142,211,5071,2889,0.5699999928474426,1690.3333740234375,2,,3,399.85167989590104,1199.5550396877031
5d5ec437066,5,52,52066,1,6,1,1,1,1,2,6,43,0,31,0,0,4,0,0,0,0,0,0,0,1,0,0,6384,125,135,818,177,98,187,24,70,21,72,39,8150,6384,0.7829999923706055,1358.3333740234375,1,,2,479.5096317501627,2877.0577905009764
5eb5523fa44,5,52,52035,2,2,1,2,1,2,3,9,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3943,135,629,3726,330,274,973,606,202,158,428,879,12283,3943,0.32100000977516174,6141.5,5,5,,344.37194416749753,688.7438883349951
61fca6c20b2,5,52,52069,1,4,3,2,2,2,3,5,11,1,31,0,1,6,0,1,0,0,0,0,1,1,1,0,3127,48,871,2225,394,347,803,316,357,946,380,828,10642,3127,0.2939999997615814,2660.5,3,,4,399.85167989590104,1599.4067195836042
62a3f22b289,5,52,52035,2,2,3,1,1,2,7,5,96,0,21,2,1,2,0,0,0,0,0,0,1,1,1,0,2787,165,340,1080,314,29,221,47,79,72,737,312,6183,2787,0.45100000500679016,3091.5,4,3,,344.37194416749753,688.7438883349951
633a85d0ed0,5,52,52066,1,4,1,2,1,1,5,7,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,2978,253,267,398,243,58,133,33,38,32,81,87,4601,2978,0.6470000147819519,1150.25,1,,1,479.5096317501627,1918.038527000651
66e8ecb9bc7,5,52,52066,1,5,1,2,1,1,2,4,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,8305,153,153,1044,146,128,230,11,45,17,41,36,10309,8305,0.8059999942779541,2061.800048828125,3,,4,479.5096317501627,2397.548158750814
6a6be8a918b,5,52,52005,1,5,1,2,1,2,3,5,43,0,23,2,0,5,0,0,0,0,0,0,0,0,0,0,5655,268,373,1161,262,84,674,42,147,228,404,136,9434,5655,0.5989999771118164,1886.800048828125,2,,3,322.5366089785296,1612.683044892648
6d9303288ac,5,52,52069,1,4,3,3,2,1,3,5,51,0,21,2,1,5,0,1,0,0,0,0,1,0,0,0,4345,215,275,1369,316,113,672,120,222,72,460,166,8345,4345,0.5210000276565552,2086.25,3,,4,399.85167989590104,1599.4067195836042
731fe9fe996,5,52,52035,2,3,1,2,2,2,3,1,11,1,11,1,1,2,0,1,0,1,1,1,1,1,1,0,3108,40,754,3151,342,275,667,502,260,660,300,834,10893,3108,0.2849999964237213,3631.0,4,3,,344.37194416749753,1033.1158325024926
7348ae935e4,5,52,52005,1,6,1,1,1,1,2,5,12,2,31,0,0,4,0,0,0,0,0,0,0,0,0,0,6781,116,134,884,146,74,335,12,65,28,74,32,8681,6781,0.781000018119812,1446.8333740234375,2,,2,322.5366089785296,1935.2196538711778
73f473c43c3,5,52,52069,1,3,3,3,1,1,2,8,11,1,31,0,1,4,0,1,0,0,0,0,0,1,0,0,2512,15,580,1023,245,255,316,58,75,161,80,576,5896,2512,0.4259999990463257,1965.3333740234375,2,,3,399.85167989590104,1199.5550396877031
799fdb2b775,5,52,52005,1,8,1,2,1,1,5,9,21,0,31,0,0,6,0,1,1,0,0,0,1,1,1,0,4863,80,561,351,711,343,837,33,239,239,57,204,8518,4863,0.5709999799728394,1064.75,1,,1,322.5366089785296,2580.292871828237
79aae832da8,5,52,52035,2,1,1,2,1,2,3,1,11,1,11,1,1,5,0,1,0,0,0,1,1,1,1,0,925,39,232,2893,234,67,283,305,154,30,581,293,6036,925,0.15299999713897705,6036.0,5,5,,344.37194416749753,344.37194416749753
7ae4f5817c0,5,52,52035,2,2,1,8,3,6,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,2105,72,842,4899,629,272,1109,839,540,355,654,802,13118,2105,0.1599999964237213,6559.0,5,5,,344.37194416749753,688.7438883349951
7b1e6422902,5,52,52035,2,4,3,2,1,6,3,1,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,2701,30,696,2822,233,207,464,378,154,545,317,773,9320,2701,0.28999999165534973,2330.0,3,2,,344.37194416749753,1377.4877766699901
7e4bdd3f8ee,5,52,52035,2,2,2,1,1,6,3,1,11,1,11,1,1,1,1,1,1,0,0,1,1,0,1,0,2081,66,1072,4835,1074,250,2734,843,778,988,1020,1215,16956,2081,0.12300000339746475,8478.0,5,5,,344.37194416749753,688.7438883349951
7fbcfe5fafb,5,52,52035,2,1,3,2,1,2,4,5,11,1,11,1,1,6,1,1,0,0,0,1,1,1,1,1,1349,12,221,3336,1026,267,316,429,464,36,101,593,8150,1349,0.16599999368190765,8150.0,5,5,,344.37194416749753,344.37194416749753
