hid,idno,relation,sex,age,age_month,marstat,religion,school_attend,educ_attain,yrs_school,literacy,act_status,labor_force,occupation,industry,migrate_recent,disability,blind,deaf,mental,ch_weight,ch_height,children_born,children_surv,births_12m,hhweight
9598a6278f3,3,3,2,2,31,1,6,2,0,,0,0,0,0,0,11,0,0,0,0,11.55,86.4,,,,256.15498243331166
9598a6278f3,4,3,1,4,55,1,6,2,1,0,0,0,0,0,0,99,0,0,0,0,14.98,101.0,,,,256.15498243331166
9598a6278f3,5,3,1,6,,1,6,2,1,0,2,3,0,0,0,99,0,0,0,0,,,,,,256.15498243331166
9598a6278f3,6,3,1,8,,1,6,2,1,0,2,3,0,0,0,11,0,0,0,0,,,,,,256.15498243331166
9598a6278f3,7,3,1,12,,1,6,1,2,6,1,3,0,0,0,11,0,0,0,0,,,,,,256.15498243331166
9598a6278f3,8,3,1,14,,1,6,2,1,0,2,3,0,0,0,99,0,0,0,0,,,,,,256.15498243331166
9598a6278f3,9,3,2,16,,1,6,1,1,5,1,3,2,0,0,11,0,0,0,0,,,0,,0,256.15498243331166
9598a6278f3,10,3,2,22,,1,6,2,1,0,2,1,1,6,1,11,0,0,0,0,,,0,,0,256.15498243331166
96ee99e53be,1,1,1,29,,2,6,3,3,15,1,1,1,5,6,11,0,0,0,0,,,,,,314.0040478564307
96ee99e53be,2,2,2,31,,2,6,4,1,0,1,1,1,2,14,11,0,0,0,0,,,1,1,0,314.0040478564307
96ee99e53be,3,3,2,5,,1,6,4,1,0,1,0,0,0,0,11,0,0,0,0,,,,,,314.0040478564307
97e1d52b9b1,1,1,1,41,,2,1,3,1,1,2,1,1,6,1,20,0,0,0,0,,,,,,256.15498243331166
97e1d52b9b1,2,2,2,40,,2,6,4,1,0,2,3,2,0,0,20,0,0,0,0,,,8,6,0,256.15498243331166
97e1d52b9b1,3,3,2,0,7,1,6,2,0,,0,0,0,0,0,10,0,0,0,0,7.47,67.5,,,,256.15498243331166
97e1d52b9b1,4,3,1,4,49,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,14.32,97.0,,,,256.15498243331166
97e1d52b9b1,5,3,1,5,,1,6,4,1,0,2,0,0,0,0,20,0,0,0,0,,,,,,256.15498243331166
97e1d52b9b1,6,3,1,7,,1,6,1,1,0,2,0,0,0,0,10,0,0,0,0,,,,,,256.15498243331166
97e1d52b9b1,7,3,1,8,,1,6,1,1,0,2,0,0,0,0,20,0,0,0,0,,,,,,256.15498243331166
97e1d52b9b1,8,3,1,14,,1,1,4,1,0,2,1,0,0,0,99,0,0,0,0,,,,,,256.15498243331166
991d919be75,1,1,1,37,,2,6,2,1,0,1,1,1,9,6,12,0,0,0,0,,,,,,291.53180458624126
991d919be75,2,2,2,33,,2,6,2,1,0,2,3,2,0,0,12,0,1,0,0,,,4,4,0,291.53180458624126
991d919be75,3,3,2,9,,1,6,3,1,1,2,0,0,0,0,12,0,0,0,0,,,,,,291.53180458624126
991d919be75,4,3,1,12,,1,6,1,1,2,1,3,0,0,0,12,0,0,0,0,,,,,,291.53180458624126
991d919be75,5,3,2,13,,1,6,2,1,0,2,3,0,0,0,12,0,0,0,0,,,0,,0,291.53180458624126
991d919be75,6,3,1,14,,1,6,1,1,4,1,3,0,0,0,30,0,0,0,0,,,,,,291.53180458624126
9943fb6464e,1,1,1,27,,2,5,3,3,12,1,1,1,7,6,20,0,0,0,0,,,,,,284.24350947158524
9943fb6464e,2,2,2,38,,2,5,3,2,10,1,3,2,0,0,99,0,0,0,0,,,1,1,0,284.24350947158524
9943fb6464e,3,3,2,4,59,1,5,2,0,,0,0,0,0,0,0,0,0,0,0,17.39,105.9,,,,284.24350947158524
99e3395f04e,1,1,1,37,,2,6,1,2,10,1,1,1,6,1,30,0,0,0,0,,,,,,422.4995289525049
99e3395f04e,2,2,2,29,,2,6,1,2,10,1,1,1,6,1,30,0,0,0,0,,,1,1,0,422.4995289525049
99e3395f04e,3,3,2,4,52,1,6,2,0,,0,0,0,0,0,30,0,0,0,0,15.08,100.4,,,,422.4995289525049
99e3395f04e,4,4,2,20,,3,6,1,2,11,1,3,2,0,0,11,0,0,0,0,,,0,,0,422.4995289525049
99e3395f04e,5,4,2,31,,3,6,1,2,10,1,3,2,0,0,30,0,0,0,0,,,0,,0,422.4995289525049
9e66a4dcf25,1,1,1,23,,2,1,2,1,0,2,1,1,7,3,99,0,0,0,0,,,,,,284.24350947158524
9e66a4dcf25,2,2,2,21,,2,6,4,1,0,1,3,2,0,0,20,0,0,0,0,,,1,1,0,284.24350947158524
9e66a4dcf25,3,3,2,1,20,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,10.96,82.9,,,,284.24350947158524
a287d621d56,1,1,1,42,,2,6,3,2,7,1,1,1,5,6,10,0,0,0,0,,,,,,291.53180458624126
a287d621d56,2,2,2,38,,2,6,3,1,2,1,1,1,9,15,99,0,0,0,0,,,4,4,0,291.53180458624126
a287d621d56,3,3,2,5,,1,6,1,1,0,1,0,0,0,0,99,0,0,0,0,,,,,,291.53180458624126
a287d621d56,4,3,2,7,,1,6,1,1,1,1,0,0,0,0,11,0,0,0,0,,,,,,291.53180458624126
a287d621d56,5,3,2,11,,1,6,1,1,5,1,0,0,0,0,99,0,0,0,0,,,,,,291.53180458624126
a287d621d56,6,3,1,13,,1,6,1,2,7,1,3,0,0,0,99,0,0,0,0,,,,,,291.53180458624126
a396102aabf,1,1,1,36,,2,6,3,1,4,1,1,1,9,7,20,1,0,0,0,,,,,,284.24350947158524
a396102aabf,2,2,2,33,,2,6,3,1,4,1,1,1,9,15,20,0,0,0,0,,,4,4,0,284.24350947158524
a396102aabf,3,3,1,8,,1,6,1,1,2,1,0,0,0,0,20,0,0,0,0,,,,,,284.24350947158524
a396102aabf,4,3,1,10,,1,6,1,1,3,1,3,0,0,0,20,0,0,0,0,,,,,,284.24350947158524
a396102aabf,5,3,1,16,,1,6,1,2,6,1,3,2,0,0,20,0,0,0,0,,,,,,284.24350947158524
a44aafdb89c,1,1,2,24,,2,6,3,3,11,1,3,2,0,0,20,0,0,0,0,,,1,1,0,284.24350947158524
a44aafdb89c,2,3,1,1,14,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,9.66,78.0,,,,284.24350947158524
a4a7d0c12df,1,1,1,28,,2,6,3,2,6,1,1,1,6,1,20,0,0,0,0,,,,,,256.15498243331166
a4a7d0c12df,2,2,2,28,,2,6,4,1,0,1,1,1,6,1,11,0,0,0,0,,,5,5,0,256.15498243331166
a4a7d0c12df,3,3,2,0,8,1,6,2,0,,0,0,0,0,0,10,0,0,0,0,7.75,75.3,,,,256.15498243331166
a4a7d0c12df,4,3,2,2,34,1,6,2,0,,0,0,0,0,0,10,0,0,0,0,12.13,87.8,,,,256.15498243331166
a4a7d0c12df,5,3,2,2,35,1,6,2,0,,0,0,0,0,0,10,0,0,0,0,12.03,89.0,,,,256.15498243331166
a4a7d0c12df,6,3,2,7,,1,6,1,1,1,1,0,0,0,0,11,0,0,0,0,,,,,,256.15498243331166
a4a7d0c12df,7,3,2,9,,1,6,1,1,3,1,0,0,0,0,11,0,0,0,0,,,,,,256.15498243331166
a4b177aa891,1,1,1,45,,2,6,4,1,0,1,1,1,6,1,0,0,0,0,0,,,,,,422.4995289525049
a4b177aa891,2,2,2,40,,2,6,4,1,0,2,1,1,6,1,99,0,0,0,0,,,5,5,0,422.4995289525049
a4b177aa891,3,3,1,13,,1,6,1,2,8,1,3,0,0,0,99,0,0,0,0,,,,,,422.4995289525049
a4b177aa891,4,3,1,16,,1,6,1,2,9,1,3,2,0,0,99,0,0,0,0,,,,,,422.4995289525049
a4b177aa891,5,3,1,20,,2,6,1,2,10,1,3,2,0,0,99,0,0,0,0,,,,,,422.4995289525049
a4b177aa891,6,3,1,21,,2,6,1,2,8,1,3,2,0,0,99,0,0,0,0,,,,,,422.4995289525049
a4b177aa891,7,3,2,22,,1,6,1,3,10,1,3,2,0,0,11,0,0,0,0,,,0,,0,422.4995289525049
a4b177aa891,8,4,2,5,,1,6,1,1,0,2,0,0,0,0,99,0,0,0,0,,,,,,422.4995289525049
a5dffeafe72,1,1,1,48,,2,1,3,1,1,2,3,2,0,0,99,1,1,0,0,,,,,,422.4995289525049
a5dffeafe72,2,2,2,39,,2,6,4,1,0,1,3,2,0,0,20,0,0,0,0,,,0,,0,422.4995289525049
a5dffeafe72,3,3,2,6,,1,6,1,1,0,2,0,0,0,0,99,0,0,0,0,,,,,,422.4995289525049
a5dffeafe72,4,3,1,10,,1,6,1,1,1,1,3,0,0,0,99,0,0,0,0,,,,,,422.4995289525049
a5dffeafe72,5,3,1,12,,1,6,1,1,2,1,3,0,0,0,99,0,0,0,0,,,,,,422.4995289525049
a5dffeafe72,6,3,2,12,,1,6,1,1,2,1,3,0,0,0,10,0,0,0,0,,,,,,422.4995289525049
a5dffeafe72,7,3,2,13,,1,6,1,0,,1,3,0,0,0,99,0,0,0,0,,,,,,422.4995289525049
aa42c0b62ea,1,1,1,40,,2,6,2,1,0,2,1,1,6,1,10,0,0,0,0,,,,,,256.15498243331166
aa42c0b62ea,2,2,2,36,,2,6,2,1,0,2,1,1,6,1,99,0,0,0,0,,,4,4,0,256.15498243331166
aa42c0b62ea,3,3,2,0,7,1,6,2,0,,0,0,0,0,0,10,0,0,0,0,7.63,69.9,,,,256.15498243331166
aa42c0b62ea,4,3,2,2,29,1,6,2,0,,0,0,0,0,0,11,0,0,0,0,11.29,82.0,,,,256.15498243331166
aa42c0b62ea,5,3,2,4,57,1,6,2,0,,0,0,0,0,0,11,0,0,0,0,13.72,97.6,,,,256.15498243331166
aa42c0b62ea,6,3,1,8,,1,6,2,1,0,2,0,0,0,0,99,0,0,0,0,,,,,,256.15498243331166
aba841c6d29,1,1,1,36,,2,6,3,1,1,1,1,1,7,5,99,0,0,0,0,,,,,,314.0040478564307
aba841c6d29,2,2,2,27,,2,6,4,1,0,1,1,1,5,14,20,0,0,0,0,,,1,1,0,314.0040478564307
aba841c6d29,3,3,1,3,45,1,6,1,1,0,0,0,0,0,0,20,0,0,0,0,15.35,98.1,,,,314.0040478564307
aba841c6d29,4,4,1,22,,1,6,4,1,0,1,1,1,7,5,20,0,0,0,0,,,,,,314.0040478564307
ac8dc5bb4aa,1,1,1,47,,2,6,3,1,2,1,1,1,7,5,20,1,1,1,0,,,,,,422.4995289525049
ac8dc5bb4aa,2,2,2,32,,2,6,3,1,3,1,1,1,9,1,10,0,0,0,0,,,4,4,0,422.4995289525049
ac8dc5bb4aa,3,3,2,5,,1,6,1,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,422.4995289525049
ac8dc5bb4aa,4,3,2,6,,1,6,1,1,0,2,0,0,0,0,11,0,0,0,0,,,,,,422.4995289525049
ac8dc5bb4aa,5,3,2,8,,1,6,1,1,1,2,0,0,0,0,0,0,0,0,0,,,,,,422.4995289525049
ac8dc5bb4aa,6,4,2,18,,1,6,1,2,6,1,3,2,0,0,20,0,0,0,0,,,0,,0,422.4995289525049
ac8dc5bb4aa,7,4,1,21,,1,6,1,2,7,1,3,2,0,0,10,0,0,0,0,,,,,,422.4995289525049
adcc6d198ef,1,1,1,23,,2,6,1,2,11,1,1,1,5,6,30,0,0,0,0,,,,,,314.0040478564307
adcc6d198ef,2,2,2,18,,2,6,1,2,10,1,3,2,0,0,11,0,0,0,0,,,1,1,0,314.0040478564307
adcc6d198ef,3,3,1,3,41,1,6,2,0,,0,0,0,0,0,11,0,0,0,0,15.52,97.1,,,,314.0040478564307
ae2aca6fdbc,1,1,1,56,,2,6,4,1,0,2,2,1,0,0,20,0,0,0,0,,,,,,422.4995289525049
ae2aca6fdbc,2,2,2,52,,2,6,4,1,0,2,3,2,0,0,99,0,0,0,0,,,,,,422.4995289525049
ae2aca6fdbc,3,3,2,12,,1,6,1,1,2,2,3,0,0,0,10,0,0,0,0,,,0,,0,422.4995289525049
ae2aca6fdbc,4,3,2,17,,1,6,4,1,0,1,3,2,0,0,99,0,0,0,0,,,0,,0,422.4995289525049
ae2aca6fdbc,5,3,1,20,,1,6,4,1,0,2,2,1,0,0,10,0,0,0,0,,,,,,422.4995289525049
ae2aca6fdbc,6,3,1,23,,2,6,4,1,0,2,2,1,0,0,20,0,0,0,0,,,,,,422.4995289525049
aed8fa88b1b,1,1,1,29,,2,6,3,3,12,1,1,1,7,5,20,0,0,0,0,,,,,,346.7463786597267
aed8fa88b1b,2,2,2,24,,2,6,3,3,12,1,2,1,0,0,20,0,0,0,0,,,2,1,0,346.7463786597267
af9808cf40d,1,1,1,48,,2,6,3,3,13,1,1,1,3,12,20,0,0,0,0,,,,,,346.7463786597267
af9808cf40d,2,2,2,44,,2,6,3,2,10,1,3,2,0,0,20,0,0,0,0,,,3,2,0,346.7463786597267
afcf069e993,1,1,1,32,,2,6,3,2,9,1,1,1,1,9,10,0,0,0,0,,,,,,346.7463786597267
afcf069e993,2,2,2,27,,2,6,3,4,16,1,1,1,4,8,20,0,0,0,0,,,0,,0,346.7463786597267
b5fdc802360,1,1,1,36,,2,6,3,1,4,1,1,1,9,1,20,0,0,0,0,,,,,,291.53180458624126
b5fdc802360,2,2,2,32,,2,6,3,1,5,1,1,1,9,1,20,0,0,0,0,,,5,4,0,291.53180458624126
b5fdc802360,3,4,2,5,,1,6,2,1,0,2,0,0,0,0,20,0,0,0,0,,,,,,291.53180458624126
b5fdc802360,4,4,2,8,,1,6,2,1,0,2,0,0,0,0,20,0,0,0,0,,,,,,291.53180458624126
b5fdc802360,5,4,1,17,,1,6,3,2,7,1,1,1,9,1,20,0,0,0,0,,,,,,291.53180458624126
b5fdc802360,6,4,1,19,,1,6,3,1,2,2,1,1,9,1,10,0,0,0,0,,,,,,291.53180458624126
b5fdc802360,7,4,1,20,,1,6,3,1,4,1,1,1,9,1,10,0,0,0,0,,,,,,291.53180458624126
b7de39ce352,1,1,1,61,,2,6,3,1,0,1,1,1,6,1,20,0,0,0,0,,,,,,291.53180458624126
b7de39ce352,2,2,2,55,,2,6,3,1,0,1,1,1,6,1,20,0,0,0,0,,,7,7,0,291.53180458624126
b7de39ce352,3,3,2,16,,1,6,3,2,8,1,1,1,6,1,20,0,0,0,0,,,0,,0,291.53180458624126
b7de39ce352,4,3,1,21,,1,6,3,2,9,1,1,1,6,1,20,0,0,0,0,,,,,,291.53180458624126
b7de39ce352,5,3,2,21,,1,6,3,1,4,1,1,1,6,1,20,0,0,0,0,,,0,,0,291.53180458624126
b7de39ce352,6,3,1,25,,1,6,3,2,7,1,1,1,6,1,10,0,0,0,0,,,,,,291.53180458624126
ba6eccc0b28,1,1,1,45,,2,6,4,1,0,1,1,1,6,1,12,0,0,0,0,,,,,,422.4995289525049
ba6eccc0b28,2,2,2,41,,2,6,4,1,0,2,1,1,6,1,11,0,0,0,0,,,6,6,0,422.4995289525049
ba6eccc0b28,3,3,1,7,,1,6,1,1,1,2,0,0,0,0,20,0,0,0,0,,,,,,422.4995289525049
ba6eccc0b28,4,3,2,9,,1,6,1,1,2,1,0,0,0,0,11,0,0,0,0,,,,,,422.4995289525049
ba6eccc0b28,5,3,1,13,,1,6,1,1,5,1,3,0,0,0,11,0,0,0,0,,,,,,422.4995289525049
ba6eccc0b28,6,3,2,15,,1,6,1,2,6,1,3,2,0,0,11,0,0,0,0,,,0,,0,422.4995289525049
ba6eccc0b28,7,3,1,17,,1,6,1,2,7,1,3,2,0,0,11,0,0,0,0,,,,,,422.4995289525049
ba6eccc0b28,8,3,2,18,,1,6,1,2,8,1,3,2,0,0,12,0,0,0,0,,,0,,0,422.4995289525049
be82f41c52f,1,1,2,30,,2,6,3,1,6,1,3,2,0,0,20,0,0,0,0,,,2,2,0,284.24350947158524
be82f41c52f,2,2,1,36,,2,6,3,2,6,1,1,1,7,3,99,0,1,0,0,,,,,,284.24350947158524
be82f41c52f,3,3,1,1,15,1,6,2,1,0,0,0,0,0,0,99,0,0,0,0,9.94,78.0,,,,284.24350947158524
be82f41c52f,4,3,1,9,,1,6,1,1,2,1,0,0,0,0,11,0,0,0,0,,,,,,284.24350947158524
be82f41c52f,5,4,2,18,,1,6,3,1,4,1,1,1,8,3,99,0,0,0,0,,,0,,0,284.24350947158524
be82f41c52f,6,4,1,20,,1,6,3,1,4,1,1,1,7,3,10,0,0,0,0,,,,,,284.24350947158524
bf5b4fb8d3b,1,1,1,34,,2,6,3,3,13,1,1,1,7,5,20,0,0,0,0,,,,,,314.0040478564307
bf5b4fb8d3b,2,2,2,27,,2,6,3,2,9,1,3,2,0,0,20,0,0,0,0,,,1,1,0,314.0040478564307
bf5b4fb8d3b,3,3,1,5,,1,6,1,1,0,1,0,0,0,0,20,0,0,0,0,,,,,,314.0040478564307
bfc2331f122,1,1,1,50,,2,6,4,1,0,1,1,1,7,5,20,0,0,0,0,,,,,,346.7463786597267
bfc2331f122,2,2,2,51,,2,6,4,1,0,1,3,2,0,0,20,0,0,0,0,,,4,3,0,346.7463786597267
c52f335beff,1,1,1,58,,2,6,3,2,9,1,1,1,1,1,0,0,0,0,0,,,,,,346.7463786597267
c52f335beff,2,2,2,52,,2,6,3,2,9,1,1,1,9,6,12,0,0,0,0,,,3,3,0,346.7463786597267
c64a3fdf6a0,1,1,2,49,,2,6,4,1,0,1,3,2,0,0,0,0,0,0,0,,,6,6,0,284.24350947158524
c64a3fdf6a0,2,2,1,43,,2,6,3,1,4,1,3,2,0,0,99,0,0,0,0,,,,,,284.24350947158524
c64a3fdf6a0,3,3,1,12,,1,6,1,1,4,1,3,0,0,0,99,0,0,0,0,,,,,,284.24350947158524
c64a3fdf6a0,4,3,2,18,,3,6,3,2,6,1,3,2,0,0,11,0,0,0,0,,,1,1,0,284.24350947158524
c64a3fdf6a0,5,4,1,2,35,1,6,2,1,0,0,0,0,0,0,11,0,0,0,0,13.63,91.5,,,,284.24350947158524
c67a3da0291,1,1,1,37,,2,6,3,3,12,1,1,1,10,10,11,0,0,0,0,,,,,,284.24350947158524
c67a3da0291,2,2,2,32,,2,6,3,3,12,1,2,1,0,0,11,0,0,0,0,,,1,1,0,284.24350947158524
c67a3da0291,3,3,1,5,,1,6,1,1,0,2,0,0,0,0,11,0,0,0,0,,,,,,284.24350947158524
c91b0a7d5a4,1,1,1,37,,2,7,4,1,0,1,1,1,5,11,20,0,0,0,0,,,,,,284.24350947158524
c91b0a7d5a4,2,2,2,34,,2,6,4,1,0,1,3,2,0,0,20,0,0,0,0,,,3,3,0,284.24350947158524
c91b0a7d5a4,3,3,1,3,36,1,6,2,0,,0,0,0,0,0,11,0,0,0,0,13.12,93.7,,,,284.24350947158524
c91b0a7d5a4,4,3,1,9,,1,6,1,1,3,1,0,0,0,0,20,0,0,0,0,,,,,,284.24350947158524
c91b0a7d5a4,5,3,1,12,,1,6,1,2,6,1,3,0,0,0,11,0,0,0,0,,,,,,284.24350947158524
c9ae5e8dfad,1,1,1,50,,2,6,2,1,0,2,3,2,0,0,20,0,0,0,0,,,,,,422.4995289525049
c9ae5e8dfad,2,2,2,48,,2,6,2,1,0,2,1,1,6,1,11,0,0,0,0,,,2,2,0,422.4995289525049
c9ae5e8dfad,3,3,2,12,,1,6,2,1,0,2,3,0,0,0,10,0,0,0,0,,,0,,0,422.4995289525049
c9ae5e8dfad,4,3,2,18,,1,6,2,1,0,2,3,2,0,0,30,0,0,0,0,,,0,,0,422.4995289525049
cad7ae16212,1,1,1,47,,2,6,4,1,0,1,1,1,6,1,12,0,0,0,0,,,,,,422.4995289525049
cad7ae16212,2,2,2,45,,2,6,4,1,0,1,3,2,6,1,12,0,0,0,0,,,6,6,0,422.4995289525049
cad7ae16212,3,3,1,5,,1,6,1,1,1,1,0,0,0,0,30,0,0,0,0,,,,,,422.4995289525049
cad7ae16212,4,3,1,8,,1,6,4,1,0,1,0,0,0,0,12,0,0,0,0,,,,,,422.4995289525049
cad7ae16212,5,3,1,12,,1,6,1,1,4,1,3,0,0,0,30,0,0,0,0,,,,,,422.4995289525049
cad7ae16212,6,3,2,15,,1,6,1,2,7,1,3,2,0,0,12,0,0,0,0,,,,,,422.4995289525049
cad7ae16212,7,3,1,17,,1,6,1,2,8,1,3,2,0,0,11,0,0,0,0,,,,,,422.4995289525049
cad7ae16212,8,3,2,26,,1,6,4,1,0,1,3,2,0,0,11,0,0,0,0,,,,,,422.4995289525049
cbcf0ed7d43,1,1,1,25,,2,6,1,2,8,1,1,1,7,14,20,0,0,0,0,,,,,,314.0040478564307
cbcf0ed7d43,2,2,2,23,,2,6,1,1,1,1,1,1,9,3,11,0,0,0,0,,,1,1,0,314.0040478564307
cbcf0ed7d43,3,3,2,3,37,1,6,1,1,0,0,0,0,0,0,11,0,0,0,0,13.6,96.0,,,,314.0040478564307
cd1e2353df8,1,1,1,53,,2,1,2,1,0,2,1,1,9,1,12,0,0,0,0,,,,,,346.7463786597267
cd1e2353df8,2,2,2,57,,2,6,3,1,1,2,3,2,0,0,12,0,0,0,0,,,8,8,0,346.7463786597267
ceb04387888,1,1,1,32,,2,6,3,3,13,1,1,1,2,8,30,0,0,0,0,,,,,,284.24350947158524
ceb04387888,2,2,2,31,,2,6,3,4,13,1,3,2,0,0,30,0,0,0,0,,,2,2,0,284.24350947158524
ceb04387888,3,3,1,3,37,1,6,2,1,0,0,0,0,0,0,30,0,0,0,0,14.91,96.8,,,,284.24350947158524
ceb04387888,4,3,1,8,,1,6,1,1,1,1,0,0,0,0,30,0,0,0,0,,,,,,284.24350947158524
cf3e47220c4,1,1,1,41,,2,6,3,1,3,1,1,1,7,5,20,0,0,0,0,,,,,,284.24350947158524
cf3e47220c4,2,2,2,43,,2,6,3,1,4,1,1,1,9,3,20,0,0,0,0,,,5,5,0,284.24350947158524
cf3e47220c4,3,3,1,18,,1,6,1,1,8,1,3,2,0,0,10,0,0,0,0,,,,,,284.24350947158524
cf95b24e07e,1,1,1,49,,2,6,3,2,9,1,1,1,7,5,20,0,0,0,0,,,,,,346.7463786597267
cf95b24e07e,2,2,2,39,,2,6,2,1,0,2,3,2,0,0,20,0,0,0,0,,,2,1,0,346.7463786597267
cfce5371b9d,1,1,1,62,,2,6,3,1,4,1,1,1,9,1,12,1,0,0,0,,,,,,422.4995289525049
cfce5371b9d,2,2,2,54,,2,6,2,1,0,2,1,1,9,1,12,1,1,0,0,,,9,8,0,422.4995289525049
cfce5371b9d,3,3,1,27,,3,6,1,2,8,1,3,2,0,0,11,1,0,0,1,,,,,,422.4995289525049
cfce5371b9d,4,3,2,34,,1,6,3,2,8,1,1,1,9,1,12,0,0,0,0,,,1,1,0,422.4995289525049
cfce5371b9d,5,4,1,7,,1,6,1,1,0,1,0,0,0,0,20,0,0,0,0,,,,,,422.4995289525049
cfce5371b9d,6,4,2,10,,1,6,1,1,3,1,3,0,0,0,12,1,0,0,1,,,,,,422.4995289525049
cfce5371b9d,7,4,1,12,,1,6,1,2,6,1,3,0,0,0,11,0,0,0,0,,,,,,422.4995289525049
cfce5371b9d,8,4,2,14,,1,6,1,1,5,1,3,0,0,0,11,0,0,0,0,,,0,,0,422.4995289525049
d0b2058e352,1,1,1,24,,2,6,3,2,9,1,2,1,0,0,20,0,0,0,0,,,,,,314.0040478564307
d0b2058e352,2,2,2,25,,2,6,1,3,14,1,1,1,4,6,12,0,0,0,0,,,1,1,0,314.0040478564307
d0b2058e352,3,3,2,3,38,1,6,2,1,0,0,0,0,0,0,99,0,0,0,0,13.88,96.6,,,,314.0040478564307
d22e6f27ad5,1,1,1,38,,2,1,3,1,3,1,1,1,7,3,20,0,0,0,0,,,,,,314.0040478564307
d22e6f27ad5,2,2,2,38,,2,6,3,1,4,1,3,2,0,0,20,0,0,0,0,,,2,2,0,314.0040478564307
d22e6f27ad5,3,3,1,3,43,1,1,2,1,0,0,0,0,0,0,20,0,0,0,0,14.63,97.0,,,,314.0040478564307
d22e6f27ad5,4,3,2,7,,1,6,1,1,1,1,0,0,0,0,20,0,0,0,0,,,,,,314.0040478564307
d429ee4f6d1,1,1,1,36,,1,6,4,1,0,1,1,1,8,0,30,0,0,0,0,,,,,,314.0040478564307
d429ee4f6d1,2,4,1,5,,1,6,1,0,,2,0,0,0,0,30,0,0,0,0,,,,,,314.0040478564307
d429ee4f6d1,3,4,2,31,,2,6,4,1,0,1,3,2,0,0,30,0,0,0,0,,,1,1,0,314.0040478564307
d429ee4f6d1,4,4,1,38,,2,6,4,1,0,1,1,1,8,0,30,0,0,0,0,,,,,,314.0040478564307
d5f0c262063,1,1,1,27,,2,6,2,1,0,2,1,1,6,1,12,0,0,0,0,,,,,,256.15498243331166
d5f0c262063,2,2,2,27,,2,6,3,1,1,2,1,1,6,1,20,0,0,0,0,,,5,5,1,256.15498243331166
d5f0c262063,3,3,1,0,0,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,7.09,51.9,,,,256.15498243331166
d5f0c262063,4,3,1,3,37,1,6,2,1,0,0,0,0,0,0,20,0,0,0,0,12.87,91.4,,,,256.15498243331166
d5f0c262063,5,4,1,5,,1,6,1,1,0,1,0,0,0,0,12,0,0,0,0,,,,,,256.15498243331166
d5f0c262063,6,4,1,7,,1,6,1,1,0,2,0,0,0,0,12,0,0,0,0,,,,,,256.15498243331166
d5f0c262063,7,4,1,12,,1,6,3,1,1,2,1,0,0,0,12,0,0,0,0,,,,,,256.15498243331166
d5f0c262063,8,4,1,17,,1,6,2,1,0,2,1,1,6,1,12,0,0,0,0,,,,,,256.15498243331166
d5f0c262063,9,4,1,20,,1,6,3,1,0,2,1,1,6,1,12,0,0,0,0,,,,,,256.15498243331166
d7017333ce2,1,1,1,55,,2,6,2,1,0,1,1,1,6,1,20,0,0,0,0,,,,,,291.53180458624126
d7017333ce2,2,2,2,36,,2,6,2,1,0,2,3,2,0,0,99,0,0,0,0,,,4,4,0,291.53180458624126
d7017333ce2,3,3,2,6,,1,6,2,1,0,2,0,0,0,0,10,0,0,0,0,,,,,,291.53180458624126
d7017333ce2,4,3,2,10,,1,6,2,1,0,1,0,0,0,0,10,0,0,0,0,,,,,,291.53180458624126
d7017333ce2,5,3,1,14,,1,6,2,1,0,1,3,0,0,0,20,0,0,0,0,,,,,,291.53180458624126
d7017333ce2,6,3,1,18,,1,6,2,1,0,1,1,1,6,1,99,0,0,0,0,,,,,,291.53180458624126
d7404b7244b,1,1,1,20,,2,6,4,1,0,1,1,1,6,1,30,0,0,0,0,,,,,,346.7463786597267
d7404b7244b,2,2,2,17,,2,6,4,1,0,1,1,1,6,1,30,0,0,0,0,,,0,,0,346.7463786597267
d9c3dbc8f90,1,1,1,35,,2,6,2,1,0,2,3,2,0,0,11,0,0,0,0,,,,,,256.15498243331166
d9c3dbc8f90,2,2,2,36,,2,6,4,1,0,2,1,1,0,0,99,0,0,0,0,,,10,9,0,256.15498243331166
d9c3dbc8f90,3,3,1,0,8,1,6,2,0,,0,0,0,0,0,99,0,0,0,0,8.31,74.9,,,,256.15498243331166
d9c3dbc8f90,4,3,1,3,42,1,6,2,0,,0,0,0,0,0,99,0,0,0,0,12.81,90.5,,,,256.15498243331166
d9c3dbc8f90,5,3,2,5,,1,6,4,1,0,2,0,0,0,0,11,0,0,0,0,,,,,,256.15498243331166
d9c3dbc8f90,6,3,2,7,,1,6,4,1,0,2,1,0,0,0,99,0,0,0,0,,,,,,256.15498243331166
d9c3dbc8f90,7,3,2,10,,1,6,4,1,0,2,1,0,0,0,99,0,0,0,0,,,,,,256.15498243331166
d9c3dbc8f90,8,3,1,13,,1,6,4,1,0,2,1,0,0,0,99,0,0,0,0,,,,,,256.15498243331166
e05b8283212,1,1,1,28,,2,6,3,3,12,1,1,1,5,6,20,0,0,0,0,,,,,,256.15498243331166
e05b8283212,2,2,2,20,,2,6,3,2,8,1,1,1,6,1,20,0,0,0,0,,,3,3,0,256.15498243331166
